TRAIN,OID/Dataset/validation/Flower/78ca381fce4d0d3a.jpg,Flower,0.0,0.178837,,,0.9997520000000001,1.0,,
TRAIN,OID/Dataset/validation/Flower/df17e1a71723c206.jpg,Flower,0.263447,0.093688,,,0.8241620000000001,0.614039,,
TRAIN,OID/Dataset/validation/Flower/80d5288d140f3332.jpg,Flower,0.05147,0.120734,,,0.747796,0.950311,,
TRAIN,OID/Dataset/validation/Flower/57ec4e3abf4055ef.jpg,Flower,2.3e-05,7.3e-05,,,0.999928,0.9997969999999999,,
TRAIN,OID/Dataset/validation/Flower/d9a4ff92ca4103f5.jpg,Flower,0.0,0.0,,,0.944169,1.0,,
TRAIN,OID/Dataset/validation/Flower/4993e9b7e0483e9f.jpg,Flower,0.22329699999999997,0.16707,,,1.0,0.9995780000000001,,
TRAIN,OID/Dataset/validation/Flower/3356c35641ea94dc.jpg,Flower,0.0,0.105741,,,0.748128,0.9917469999999999,,
TRAIN,OID/Dataset/validation/Flower/1cdfbe897eb82f48.jpg,Flower,0.043302,0.075515,,,1.0,0.8488479999999999,,
TRAIN,OID/Dataset/validation/Flower/d90c1a4e17cbaa4a.jpg,Flower,0.050163,0.107096,,,0.939614,0.648985,,
TRAIN,OID/Dataset/validation/Flower/aa1bf0efc4ddfba7.jpg,Flower,0.214979,0.181187,,,1.0,1.0,,
TRAIN,OID/Dataset/validation/Flower/b77831d91029f724.jpg,Flower,0.718733,0.05825,,,0.8697,0.243875,,
TRAIN,OID/Dataset/validation/Flower/c4e7890facdbeb3e.jpg,Flower,0.250933,0.08567899999999999,,,0.874209,0.921113,,
TRAIN,OID/Dataset/validation/Flower/5ca30c8533cbcbfe.jpg,Flower,0.088268,0.050473000000000004,,,0.892706,0.933552,,
TRAIN,OID/Dataset/validation/Flower/983abcae6cbf16b6.jpg,Flower,0.373435,0.889459,,,0.41322,0.9195459999999999,,
TRAIN,OID/Dataset/validation/Flower/582a4ab66453466d.jpg,Flower,0.279369,0.59678,,,0.9150379999999999,0.838827,,
TRAIN,OID/Dataset/validation/Flower/1c94b0360fc0d1d7.jpg,Flower,0.121255,2.5e-05,,,0.9999969999999999,0.9814780000000001,,
TRAIN,OID/Dataset/validation/Flower/2507e80994430733.jpg,Flower,0.31304499999999996,0.143067,,,0.7575529999999999,0.80867,,
TRAIN,OID/Dataset/validation/Flower/233b0cf5865caef4.jpg,Flower,0.15371500000000002,0.12592799999999998,,,0.7761359999999999,0.9992969999999999,,
TRAIN,OID/Dataset/validation/Flower/b3a79e9624bd9cd7.jpg,Flower,0.23652600000000001,0.094922,,,0.774692,0.8366620000000001,,
TRAIN,OID/Dataset/validation/Flower/2872237e2ea0d42d.jpg,Flower,0.0007570000000000001,0.114035,,,0.9326770000000001,0.8310770000000001,,
TRAIN,OID/Dataset/validation/Flower/d905e79176cf5c06.jpg,Flower,0.295754,0.012633,,,0.9885709999999999,0.764365,,
TRAIN,OID/Dataset/validation/Flower/8cc56aa945d2aaab.jpg,Flower,0.07316900000000001,0.115817,,,0.9262440000000001,0.635365,,
TRAIN,OID/Dataset/validation/Flower/ceb6ee5a5d71cc87.jpg,Flower,0.0,0.000146,,,0.999944,0.999799,,
TRAIN,OID/Dataset/validation/Flower/a27fc27b5f83abe9.jpg,Flower,0.0,0.001,,,0.9994299999999999,1.0,,
TRAIN,OID/Dataset/validation/Flower/97274b8a180bb420.jpg,Flower,8e-06,0.032566000000000005,,,0.999992,1.0,,
TRAIN,OID/Dataset/validation/Flower/0e2d31f8b59f5f51.jpg,Flower,0.8225049999999999,0.184686,,,0.9997940000000001,0.354194,,
TRAIN,OID/Dataset/validation/Flower/d7b556d90a3e2874.jpg,Flower,0.297236,0.285953,,,0.474689,0.538288,,
TRAIN,OID/Dataset/validation/Flower/87f8f7a1a0f15b78.jpg,Flower,0.0,0.0,,,1.0,1.0,,
TRAIN,OID/Dataset/validation/Flower/efee4d46df24178c.jpg,Flower,0.2447,0.234906,,,0.871139,1.0,,
TRAIN,OID/Dataset/validation/Flower/d31b9495dffdb372.jpg,Flower,0.0,0.0,,,1.0,1.0,,
TRAIN,OID/Dataset/validation/Flower/98a9b6078571c8cb.jpg,Flower,0.0,0.000319,,,0.9996889999999999,1.0,,
TRAIN,OID/Dataset/validation/Flower/0263ed0592b673d9.jpg,Flower,0.0,0.001119,,,1.0,0.602429,,
TRAIN,OID/Dataset/validation/Flower/28663e312f51e564.jpg,Flower,0.197854,0.14282999999999998,,,0.844525,0.8540639999999999,,
TRAIN,OID/Dataset/validation/Flower/403251bc562cd579.jpg,Flower,0.120021,0.310803,,,0.497472,0.638938,,
TRAIN,OID/Dataset/validation/Flower/3f2b7d5d262b007d.jpg,Flower,0.114105,0.0,,,0.93175,0.9096799999999999,,
